PAN_no,income,cibil_score,bank_account_number,card_type
Clpz5049A,682448,762,OFEX33039319874867,Debit
ClGB9462v,673008,839,FPWE02735652361409,debit
XSic1814t,750162,736,NFJB38029574004321,debit
cRSq3845z,660656,605,PCPN30079440352758,credit
qQms2176M,618498,632,DEQO75349339252094,
BYTW3941y,646607,806,HLZU93183959093688,
JRJR7407S,610817,781,SHNX75587695609399,
IuCr6985N,,824,OSDB91587649148356,
PZBD1106P,730717,816,FHFV03839247568138,Debit
GCNp2641P,524496,793,KNOM90899808579921,Debit
unDE9789d,831931,800,YIRA66446377791067,
nhBV1249r,717998,611,VCTH06977394326801,debit
qpCI5982a,426177,730,AXOU03205411819228,Credit
cEOL4704m,,819,AZPG74181654197249,debit
CxzY6518L,959885,684,ZHLH95737470980343,Credit
WdXX2692o,712970,849,MFYN79294434247934,
XFhj2735x,786039,766,TVEJ50812117191406,debit
jpab6721J,452929,645,MMPE45300921486995,debit
wYLh5789x,898052,695,NWXI63656996278703,debit
vXyy3242b,655830,675,HFHX70423988745027,
vFZI0980n,639181,680,JWTU75296717532343,debit
bmre6903p,520677,817,DITI79901007039852,credit
LGuB6532U,975219,708,VWPW47272805178666,credit
CUZC8499b,457497,814,ABRI07294239482179,
bFry7060g,580168,735,KECO84298109782659,debit
cdYr4337U,1035204,675,XEON76654093939886,debit
smyJ9174C,568540,717,VKRY40864020743141,Debit
SDBl1638f,,752,ZNLX71593225173136,
aVuq5774x,556659,753,EPWX39654299288407,
HjsW8661I,741373,822,AWQN14176178078366,
kFGx7414o,770325,624,BJYZ08373193474137,Credit
GGEl1419A,814656,790,VVLZ88745576891186,
fOki3492n,648509,723,BQQX15863630088187,Credit
khuK3998Y,346173,641,AFEB91792673792088,credit
niQS0071a,172758,718,CSGK57438784602464,
XwAD4484Y,371115,828,NFGJ05538290266747,Debit
hUDP7154S,856838,782,KQKO28190640392110,debit
uAJL6604o,798470,732,BGEZ65496977368958,
RVtx9116C,751446,780,QNOZ65233512335674,Debit
xEUB6776y,788487,606,IUUS34207997196158,credit
cJwi6476a,1020145,645,LCUD93254105513608,Debit
Btvu8529l,777394,799,EBXM37233432478939,
sKNI1750H,648982,774,LYPA75624225816218,Debit
JGFj7829D,659448,801,ZWEU32710188603330,credit
kaBe5442R,857125,716,RVII95522331160819,
MkMI8506D,1028963,806,LKSO49082798592902,credit
cdyZ3864E,894734,642,YXMR85221076633702,Credit
mLcp2466k,965412,664,TVRM09734609392758,Credit
mfIS1430m,,619,GBAO50999629004830,
fghZ9330G,939895,799,JPCO00827553188048,Credit
qGIu4065v,802170,749,MBOP87140857005670,
iSsw8755j,744743,734,XUDF28296730251862,Debit
ermA9615M,833597,818,LHSJ33535423060202,debit
THnu7457e,661803,847,CDDJ04315109807864,debit
PGDT7983f,629932,777,LBCA59987879095422,debit
BNBp3556Q,,716,BBBL51032672863067,credit
TVIB3895Q,211043,694,UAVM49472747281815,credit
juRy4178c,721734,696,KGRP79230691634419,debit
hXVB1999i,888996,636,BWNQ31858928172762,
OEAT4694k,606165,798,WPXN64753709582056,
siBH9368x,1000282,639,UVLW24994963972601,Debit
mBEK1797U,850215,831,YHTJ02172693179608,
iPFe9010M,756100,686,BLOF37585949770520,debit
amIQ0952D,489523,711,HATO18603949566168,
XZxO2121e,1165682,721,MNSD66461507599442,Debit
UYyk9045t,763553,812,AXYO51439832083930,Debit
cgzv4622B,719181,662,GJHA77789411076538,Credit
nRwc6339H,867075,678,GOET32373351339852,
yiup2432R,542336,635,GCUT79900937808904,Debit
pdPF8140u,424216,620,KOUQ34867710585141,Debit
eRrk5984d,501520,669,CVJT56245210283478,credit
mWwd2484F,540388,639,YVXY72389562445080,Debit
nVpl4509G,313663,820,WXHH09043889194538,Debit
YDbi0999q,717659,698,QDIR31142703969504,
fbNa4043D,1089200,722,IAAU36002374578644,debit
pRvS7182S,783565,727,PXCP73617556320276,Credit
OPoF3277B,660821,672,TQOU37464338614285,Credit
zeCi5547C,887088,780,HXLQ10818424155067,
utJg5735s,789170,734,MYBC52594133335810,Credit
ABgv7126R,1090727,769,JMNO76697107895292,debit
ViMr3939l,1117376,712,VNGG59124002704928,credit
wdPg7021n,568151,626,AENO10268532613970,Debit
dBkE4339N,518672,823,FPXX11780400034458,Debit
lsZC8958E,642714,841,ZQAH21876415441904,debit
iMMc3391o,807265,794,KPWX31875364154647,Debit
jCwM7191p,569289,618,TCUE28077029630205,
QfsZ9557l,861551,769,CPLD89653718622822,
lcTz1162P,688093,606,SIWZ70205750335566,
aTrq5910m,552873,680,ZJLF67043668535445,Debit
rsqn6436k,627844,722,CBZI98168326271127,Credit
qjkS9691W,751247,712,GKTB06306127770927,
kCzT0072G,366230,661,JHFO87016334930731,Debit
GdOG3527C,528929,604,BTWW12962061318673,debit
dMnm8571I,803592,785,OOGS69143264821929,debit
cLcd5300Q,335749,841,TGPD21349082454291,credit
GUBP6325E,538222,807,YZGP40744376851208,Credit
xJAh7546E,604231,728,VUYS85089455817752,Debit
Pbps2847r,424355,764,CBPW53480880244666,debit
Tsyw6332P,599252,841,QFUI69760701802865,debit
vsVA6841V,774274,850,PXDC74008164345553,
uFnu3517W,770371,832,MKQD61562765648093,Credit
YUFz1851K,631186,693,WVDX35543316869580,credit
LAuY6595A,668580,740,NATS12813277470065,debit
CVuj0033l,749821,642,WCUM44975225895581,credit
qOif9648a,944507,668,NQJG76635116700768,
ufUq9222v,559179,803,QUDQ64662314098908,Debit
UmDP5795i,442184,657,KBJO53016724749521,Credit
cres3766j,493038,611,UVBR02711381893067,
lNEc6430I,833396,680,DGPB73200778579871,
lLJj1372h,775507,693,ZCCK52644548237989,credit
OWjt0935Q,826280,774,BTXR92435372336173,Debit
MOxc3922f,,844,FIRM93196503312264,Credit
JqbD4962Z,481745,821,QYEI26652506746934,Debit
MdID6953I,761915,728,KHJR60147279420885,debit
DRNb3476d,591977,843,KHGC03909968349516,
tzBz7824y,566001,836,BONJ55542989507922,Credit
BRaR9483K,1178403,620,UAIL83032841569945,Debit
GkRV4386w,327800,732,IUSE37453114741013,Debit
LlvY0855O,638400,700,VKZB93933696105687,Debit
Ylyy6297K,670309,649,AJCB01203034180188,
CVkF2325p,873855,729,KDQY50266692740128,debit
TkEd4689U,750403,633,BCYR46405945357853,Credit
XRRp4723q,587984,695,HHRW35520922319880,Debit
gcwg4666t,792817,672,OSET94436133224329,credit
dyGz9618k,782599,651,IHSH02718334684025,Credit
SHEN8868k,1003593,701,MGWQ48658463815373,Credit
bWpR4494Y,570025,820,ESIC91268801743400,Debit
BNTu9518A,791756,690,DCXR79288941357386,Credit
dJIo1344S,892594,839,MUNJ44335296401567,debit
Ibhz3183L,1021951,745,MNXY43321792208754,debit
LeZi3476P,405775,722,WOUK51502678893531,Credit
YpON3779J,394321,694,LQVZ19535395511547,
Zbey0122n,985244,628,BUQQ71554713520773,debit
baOj1852p,703353,601,ARUU99659666494453,Credit
nemp9152z,321358,722,SJEP60374408464529,
LJlf3140k,368013,694,ZSBB44353867079940,
hJMB7023E,680734,699,PBEP47398985048370,Credit
NwMb2012p,735499,634,HZPM89505188312334,debit
zKSS1775a,662075,701,XSEG93820445441895,
OWVf0019D,648545,756,AKQM63468762370289,debit
stHp6532q,990858,643,NMQI69610399688874,debit
xeus3871U,769715,633,FJRD80282557490764,Credit
hhDO7469d,1375210,699,QWAN33167583132964,
EjIl8702c,665352,830,LIMH58696234693658,
pQUU4009H,619365,743,OKUE48752310268078,credit
OTKP0834h,774711,814,OPEP02354539665285,
yQRa2321b,726209,679,TCLN78871217590185,
qSeI5932o,465102,639,KXVG85434906164246,debit
ykxj2527P,677030,606,IUDY17953286102314,debit
hgBD0213K,779902,752,KXQQ45676546689673,Credit
Vnky5428F,418234,817,ZPTB33687377505465,credit
CGhh0116Z,1085939,636,SWIZ62412949834545,credit
ViMa6786l,384981,645,NXEL10088765590489,credit
GzqW5153k,890922,805,ZALO49791240219835,credit
kkcN6730K,910917,847,NSJW49243557259282,Credit
nPbs4175R,,765,VSEX83476658111895,credit
MHrX0531e,838195,622,XFEV92471853334925,
uYua0507H,,658,HLMS66175948431502,credit
JsAF4852C,755033,709,XFWL57918566594404,credit
qBCN0378F,627869,614,XVJG15215534892058,Credit
bPCz0083r,562326,686,KXTU84908972473386,Credit
ouuT4058a,931034,721,FPQG56956692972982,debit
kDPM1727C,789781,771,BQBL81226451170277,debit
KbhS3282J,721568,756,KKEH41915627951177,credit
gfWk3205e,987450,716,XJSG67270177080938,debit
myIb3406e,862341,756,BGPP15147002591303,
bltc9905z,444206,775,ADMZ50265366480543,credit
OTrE5117Z,718988,641,DCGT44564418168981,
QzrI1170w,520473,722,QJGA23726070757984,debit
JzmO7968Q,684400,612,IEKR20322208088401,
CVQM1240b,613507,633,CYPV62182727634206,
pIQH4481h,570908,659,CXIE75433985816655,debit
WrvS9011A,734446,726,OIEL71534540621296,
AeLv7677i,661423,761,UGFS81659188331704,Debit
gEcK4960j,748415,634,MCFS40550610137731,debit
veED1764W,,759,QQSN79933876939034,
JaqT0223w,844808,683,KIAV42875514016554,debit
kCDQ3478i,767822,650,BFBY51392391181560,Debit
NwOL5320P,840534,667,KKSK57309116508025,
KJEY2848p,670537,812,XXSD77140298964965,debit
DkNM5872m,795400,831,BYTJ14571973352315,
kSqb3570N,1005208,655,MXTS66778499486109,
QBmT3986M,1224138,799,HOOP87420600726653,debit
Isri8464R,702520,840,CIHL06787384106234,credit
ouUW7398z,387677,778,WBDJ29981598886062,debit
eJUJ5239A,,641,OSAH71998787488901,credit
Epvo7622p,675084,636,JHRY77880829515940,Debit
dgAB4062m,467946,788,LWHU52374966980497,Credit
qSif3401x,563728,606,THSL64833825611155,debit
lAnz6345k,406771,666,TBYZ18044144904377,Credit
nmxD8862c,298670,719,UUUX14552480667368,
xZTh4445V,677573,836,ZEWS24140613345356,
jfeg4344D,704431,704,LPEX87688032501529,credit
sKvE5494P,795772,656,VYWQ03659966345675,Credit
ITtl4218O,487155,756,CTGH49380520234087,credit
hxek4638N,941978,670,EYTD38314983824564,debit
WFPN1164l,672478,671,YZBP19503893971146,debit
LMGC4642l,372334,695,KCZG96966270706035,debit
nPNN4735H,716720,716,ZOHO37244419169472,credit
xpad7591D,,638,OWIF80530992785432,debit
PeZH5145o,554738,808,ESHZ11459304527173,debit
Rpdv4792D,879785,743,MTPE90116839594799,Credit
Vmeb8245U,549937,640,TYFD12035550846047,
ztpV8124E,346399,699,BRNB24878603130015,debit
nVdO8624e,808744,833,LYGH06675124989640,Credit
AVVL4606y,156987,629,ENRB16428406440607,credit
OApV1069C,717552,848,QMRB37284725739519,Credit
ZYeH4912F,693605,729,SKNZ65454011095756,Debit
aBeX9065r,482849,705,FSQV07454248394852,Debit
aggk7159u,311511,721,SPUD41904289366587,credit
Acaq0231W,484493,749,RFOG74078864872705,
JZNI0272A,627748,703,RAMH64937783766812,credit
ldJz8321f,373415,726,AUVI34171851536041,debit
jxcD4984N,678838,759,KDVW74050482953359,debit
OWCG6699q,461532,643,LRUD90363402038698,credit
sfrr2001i,953675,725,FBIN94566100885755,debit
oFkp4607T,928439,633,AQQJ93708278803267,Debit
LxkH8615T,1212974,688,VHPV66804477388475,credit
DuQE5994S,977301,745,ZIFE29966789571166,credit
GkLo6379b,579988,744,PJEG55456874547876,Debit
KEQM5577P,371111,818,JHXS75852419818232,
BbEt8367U,832644,729,EQUB64436727988517,debit
nMrU1059R,472089,672,KGNA50684170500386,credit
XroK8150d,1226522,754,MPDK15398912367037,Debit
iHwX3560J,721352,741,MCKX47590968057554,
TaNA6966n,637330,697,QKEW76249282316477,debit
bFuf5476Z,633282,600,ZEZO59285567328533,
Gsiy2101k,878497,620,IJOU18073554768837,debit
gHbY2644i,697901,727,OZBL67449965535765,credit
dGwY4594M,539434,721,AYSC14505121261815,debit
pvkZ3565r,676436,689,ZTMK35753903310927,Debit
vcCU3779A,986731,767,SJSV12614788480012,Debit
FqJZ5573V,677201,793,GPNP22420764889427,debit
kkvV5251J,844289,811,WGAH69222977654066,credit
OdfQ4679F,798757,781,FPYI14243387457399,Debit
LWOl5227N,740735,811,XIOX65179350892746,credit
knYN4965z,561336,693,LERI67924959176121,Debit
Ndjd7499o,685493,711,SBXV87724492427868,credit
CadJ8540q,801971,638,HESX55113073840945,debit
isjA1591K,420151,641,UBOL52522501055683,Credit
SIve5753T,374818,788,MPZJ49692022198116,Debit
Tpvk3976N,861560,631,CWRM94857920830487,debit
iUBV4614k,687632,779,YBYI56610109935973,
wjbz0408Y,699162,714,VYHP40777790752306,Credit
eeHM3346F,1054745,618,ALKR76131339363477,credit
jHlP8737y,608259,675,EHRU79372995323720,Credit
SGcs5933g,583976,708,CNXR10211676448030,Credit
ZZyd9171p,683569,727,JOMF06668939836413,Debit
xssf3308H,679259,667,MTSW73462459438919,credit
dQlR4366b,530641,766,ZDXM77024660263777,debit
EJId9313U,671867,823,UZTL86987190813074,Debit
pAFU2109U,638615,630,IRHA98819526581220,credit
DpAv6777W,999802,738,ZLEE58752637843380,Debit
wtvN7645d,792675,738,SWRU30974567739606,Credit
NvZS3481q,661975,605,PPEB69725678195778,credit
diyN3511n,648017,680,VPLD45282853432257,debit
pdIN9553U,637148,607,OSYG44665653657350,Credit
Pfnx2333R,684349,687,LVIF00065229729090,credit
vVYb1485D,601448,735,JJCL53720597746229,Debit
bBiZ0264Y,472250,650,RGSO76480519606407,credit
sTgu6067O,603138,836,ZPWZ81702634051506,
EBkg1448A,598583,738,LCOL98349415933649,
QiDS4834L,835610,753,KZED43256161306785,Debit
LsdB7302K,757564,630,GWWP23961260775340,Credit
kQck5725o,818001,670,OFKT37420100985652,debit
DDXh5893k,804229,703,EROG58903259857421,
qHXJ5828M,617869,640,MTVS74744641299922,Credit
Mwfy1994R,433795,624,QHQQ63666075404662,Credit
VTSL5991r,807191,767,HZFA01372205085384,Credit
BqXu5644j,832354,730,OHRY95235766621302,Debit
qexk3900t,1146845,847,JSMQ56578749398508,Debit
Ixvq2867F,756036,758,VUTC57411307532418,
EWFM0189R,,673,WVJC94238415036435,Credit
yCcV5014N,800074,829,RYCW84677739933301,credit
WPvc3672V,795511,830,WEDW15913724115985,
ZStQ2800e,458084,625,UJOR40165033445727,Credit
prSB7707c,745470,722,BNEO99871187102521,Credit
oQta3161V,937478,745,HZNN04288741939460,debit
ZRVf7992y,,689,SZAW04077844695721,debit
lFws4575P,713228,727,EWJZ25069169737130,
WJWz2832F,479889,694,OKLN60052462767462,credit
RdBz8515H,540524,734,ZHKH61988344342507,credit
VDhS8155u,659372,622,KKDU13722668412787,
AAJL5661t,917866,763,CHIM80870572253869,Credit
Vpyq0936A,929512,626,ENSV04305666966590,Credit
uhSA0595h,683826,740,NAOB84235743964137,debit
vAml1339i,764689,701,QULP53096301472000,
jxzM4518z,607893,656,ONJT30711625413348,Credit
jPTB1921K,,709,XPZK84039077062468,debit
LFJt7486H,543784,839,EEFR89019128972505,Debit
AVmf7989K,746325,754,YWYR58821174117332,Credit
kFOd6305q,821751,768,VZZM24602248917292,Debit
lWwK3692U,497885,821,ZIZU71554603616822,
pahi1642E,529012,605,GHUF65905832601823,Debit
hFyn4690g,346749,717,FYKA04894549545993,debit
BpDR9198P,768537,701,CXIL21345809121654,credit
oZya0855A,797945,704,EYAZ55023340094064,
AmwA2230E,691816,764,DPDS33265004718120,debit
xzNU3577s,844150,745,AKNS24657381340797,Credit
ZeaZ2984t,752463,756,BCFK91549533822204,Debit
Enbn0032W,798574,650,OBGJ43342198000713,credit
TCtS2482y,871173,770,WEQR47257971705419,credit
YvAf3523h,437441,711,EPJV16035521090894,Credit
pIaR8820B,885637,848,PVIV92986930280217,Debit
iQeJ9586v,394514,628,KECV83540639057603,
PkGW3111f,943111,797,VCAY74858082941356,
ZnOz7790B,,717,KNLP12126063604184,credit
PUNt6636E,586182,787,KBFA23090330852301,Debit
kAuL2813G,703189,820,YJRP60717694151085,Credit
mRFN4503d,575874,651,FFZG25584464775544,debit
oFxn2940w,399760,637,MXXL77538695480380,
TqVv3132i,997878,789,IAEM88216824159425,Credit
gLOv7567d,832906,762,CYYT93895607031158,Debit
GDJd3056D,854138,720,TSUA76306375553937,debit
jsNs1265Y,,625,AUHU47491472214481,credit
wkZU8918M,552687,677,VXVD52326137549918,Debit
kaTe8388u,931305,691,ABEZ81035477375666,Debit
CFAr1497K,786519,738,ECYU68230703698175,credit
AwCA1361w,801617,801,LTCK95253360118229,debit
TZWy2822g,618223,781,NKFG96559855323066,Credit
QbiK9549t,444765,654,ASZG99406378061741,credit
mQVq8494V,923614,745,VAHB66884256803951,Credit
zeUp5776I,,808,XEYA42323694684551,
bXVc8655T,1000362,621,NQAV92257469134010,
wUzV9159C,633597,738,RPET52670097547582,Credit
KSPV8323Y,617507,836,EBTX33253657205786,credit
ZahL5936X,431343,769,SWCH21932241557643,debit
bAyg4127J,871782,809,JKXE70872445359676,
THFI5360c,750881,815,HDGM87457427831646,Debit
boOT7202n,760914,718,YAHT13926130209141,Debit
kaWK8811N,927330,659,HFHV83219063330151,Credit
oCkb6676m,708861,638,OAXL62996449035549,
Goyx7344A,800138,806,ETZP48565762441675,Debit
LOSa7071w,860983,683,MTSC14571377291512,debit
mLAF6574E,792939,618,PYNC07423677391029,Debit
CmMp0546e,764742,668,VEVF82152684967945,
LVvr6490B,777805,682,TENH44935349097431,Credit
TQdW8873w,778964,829,DRGB96631313536337,debit
hdkv8868n,476906,672,NZJQ11399379218636,Credit
BAiu1292r,850520,706,SIWG62272246475392,credit
KuHd7800t,726163,828,FRLA83126797824460,
huMY0146D,730676,604,NIAP92063292264823,Credit
LQdc0001C,676150,709,FBYX80796971124091,Credit
qzCW3885T,868586,770,ZAQO61358473959315,Credit
pzWK3474o,527147,612,LSTZ92540454315328,debit
rgng9089K,949519,840,AICY49552127274596,credit
FeHo8596j,784026,719,LINC69739242644074,Credit
siQI1305O,1057586,800,WTYL69119396170046,
gfLP4251c,589952,710,ZVLA04604532044588,credit
VaKs3594k,738036,667,FDJS39601855465012,
uKCN9412N,573410,836,QUDZ39295587559961,Credit
pJIT9032C,537509,831,OGYK91375463038023,Debit
cOyk6766U,870986,840,AMXB52824086583907,Debit
mXtb8951P,356505,764,NKRO16555533563989,Debit
JnID3997s,737732,756,UGLG80694543193553,Credit
gGmA4308p,609884,606,VPVE16990585954658,Debit
RCTa2939l,1006455,656,SQND45004514307103,Debit
kaEh6638w,530510,779,DJRJ74029402199127,debit
uhoo4818g,642711,835,AUCN86497474136766,
dvCC1786z,,720,QCNG42362842201313,debit
iTYQ7719J,581225,745,RLHR29220177882915,Debit
odjH8920C,939474,809,UHMK12774705793503,Credit
wGNW5740l,860344,618,IMUP28571100845810,Credit
ayCF3036H,941798,732,PAEN18362017958109,credit
rWME7192Q,586924,755,FXWG52712307686008,Debit
WDem2655z,881241,679,AIQT96951156681162,Credit
qSxg4967S,855033,677,FRIO94448384198622,Credit
wWlw4537C,,753,MAER89333033991248,debit
juiU4488A,778376,757,ELGQ21423133920824,debit
HxgW9901g,702610,726,ULHN04805635706511,Debit
pYoI1567w,685957,609,FYZY07150256003765,credit
sVAF1576c,579480,717,GEGA72630577310308,
aMIm5068G,673447,606,FJVL98743532884622,
qBuS3193d,498001,679,YEVT57031214121542,credit
BdpO2758t,676350,796,VAQH40842066762670,
nXIK5633j,773346,686,HTOJ61012066372746,credit
irXu3495C,812438,833,CVHS02042027241495,credit
vUEH0515O,539032,850,GKKJ37662304633298,Credit
IaOm2638Z,1067351,781,AQFE18546155420618,
fyhQ2427H,999575,670,DEMZ84595250942602,
LDVq6286E,901062,743,CMSG92354898397572,Credit
bnRJ6237w,659539,802,HKOY40486095891989,debit
WSlA4787H,795298,801,HAKW34968464514945,Credit
YNjl1931U,914147,644,FGOM33519606847594,credit
SoiG9412W,723559,631,ZXMG17626475756219,Debit
pRLq0625U,,660,DALU69529915156677,credit
vxre1854I,821129,683,FOPS31146179494933,Credit
Hpfq9258X,955120,837,RCBV22286554712906,Credit
zobm0035k,676379,770,ACKX19939503530483,credit
muQt8267N,612926,672,ZQRN47410591793511,Credit
WIyx0479C,804797,775,HLUX82804469650743,credit
TBPi1689f,300140,842,MRBX99825073701447,debit
HAlI3250A,780878,748,FJPL91643275112315,credit
OntC8564y,670051,843,KSPF26272610437636,credit
nbKk0882x,313596,721,ODKR54947835586139,Credit
MYPO8728s,741887,799,ABOY79714636029612,Credit
nezm6736p,634038,781,MDSM48725606066073,debit
cgEk0846V,270623,690,ZMNS36101813068959,credit
pnSz6280t,609434,744,IYVT99371900706025,Credit
YQFs9084K,814917,781,HXUY62521680332486,
qPTo1163R,382860,748,XPBJ20655523410149,Debit
TSgy0310A,697187,810,LLQT31383644199570,Credit
WjHr3662x,733881,648,DJQL82961163558338,debit
WaIO5414v,799867,695,RIQN43121620890565,
kKwe7962W,354262,650,YHVC46353271726296,debit
HBfc1084y,635845,728,JUPK17611279316040,Credit
yasA6002L,745193,678,KSLC74194070299943,debit
NQvm0174G,857530,744,SOYI00527452967899,credit
treb9162A,452676,822,UIKZ54633860105234,Debit
suEo6788j,497927,707,GJMP99411880205444,debit
lRrj1650n,784535,794,TJFW62999179176584,debit
rVqa8935D,913567,621,PVBS26368730862789,debit
WkNH1107x,606182,644,LJHF68822097152880,Debit
wOVb0230B,986106,797,EOBI95463253208820,Credit
Ivoo6714Q,621000,763,TQGA37236623570177,Credit
qDKW3171u,420789,814,GMAN85203621915114,
KZJS5412k,610364,778,CRKE27206567544061,Credit
aYlG4922Q,642004,789,ZIGS15161767664417,Credit
dGLR8152w,764114,816,IUVJ35210433986364,Debit
Jahk2176A,504095,687,VVVH29271330301464,debit
cuWd9625E,766443,683,MYVF46773288880031,debit
eoMs3249p,741705,687,NWJT59797582359579,
cVWk0325F,844328,769,TMKI50125655431612,Credit
YpJo4962G,638451,755,MIXA22600835469630,Debit
EPzw4403q,557388,817,SJAU83391323008487,debit
rjUJ3999W,624106,645,XPXX56585628988815,credit
obHA5803O,499785,647,UCRN92641582652638,debit
APpi4148L,,618,GJTF28715016718996,credit
vdWr0850Q,617409,778,FULA36635833575493,credit
Lbuh8715J,477217,677,QKJX13291998388829,
kgdN2377d,593080,702,OEUF76080186312764,Credit
EKSo7444K,867076,650,RQSL81247767619369,
FqTa1171b,858870,764,WRWT30601145125488,debit
HRGS3456r,1061660,834,XPAV49369459692679,debit
WnEs8657X,743107,793,PFRW39117259087939,Debit
yaCi4966o,,780,VOPU77834070677597,debit
YEqg6604j,745145,633,MCQT24593869125304,credit
amBH0818M,656166,808,IHGO75782167468467,debit
iYIR3825L,977376,825,YMDG84715435823246,Credit
